,Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
2140,Sunndalsøra Iii,SN63420,2012-07-15 15:15:00,13.3
2141,Sunndalsøra Iii,SN63420,2012-07-15 15:45:00,13.3
2142,Sunndalsøra Iii,SN63420,2012-07-15 16:15:00,13.3
2143,Sunndalsøra Iii,SN63420,2012-07-15 16:45:00,13.4
2144,Sunndalsøra Iii,SN63420,2012-07-15 17:15:00,13.4
2145,Sunndalsøra Iii,SN63420,2012-07-15 17:45:00,13.2
2146,Sunndalsøra Iii,SN63420,2012-07-15 18:15:00,12.9
2147,Sunndalsøra Iii,SN63420,2012-07-15 18:45:00,12.9
2148,Sunndalsøra Iii,SN63420,2012-07-15 19:15:00,12.8
2149,Sunndalsøra Iii,SN63420,2012-07-15 19:45:00,12.8
2150,Sunndalsøra Iii,SN63420,2012-07-15 20:15:00,12.8
2151,Sunndalsøra Iii,SN63420,2012-07-15 20:45:00,12.3
2152,Sunndalsøra Iii,SN63420,2012-07-15 21:15:00,11.8
2153,Sunndalsøra Iii,SN63420,2012-07-15 21:45:00,10.9
2154,Sunndalsøra Iii,SN63420,2012-07-15 22:15:00,9.9
2155,Sunndalsøra Iii,SN63420,2012-07-15 22:45:00,9.4
2156,Sunndalsøra Iii,SN63420,2012-07-15 23:15:00,8.8
2157,Sunndalsøra Iii,SN63420,2012-07-15 23:45:00,8.4
2158,Sunndalsøra Iii,SN63420,2012-07-16 00:15:00,8.1
2159,Sunndalsøra Iii,SN63420,2012-07-16 00:45:00,7.9
2160,Sunndalsøra Iii,SN63420,2012-07-16 01:15:00,7.8
2161,Sunndalsøra Iii,SN63420,2012-07-16 01:45:00,8.1
2162,Sunndalsøra Iii,SN63420,2012-07-16 02:15:00,8.3
2163,Sunndalsøra Iii,SN63420,2012-07-16 02:45:00,8.7
2164,Sunndalsøra Iii,SN63420,2012-07-16 03:15:00,9.1
2165,Sunndalsøra Iii,SN63420,2012-07-16 03:45:00,8.7
2166,Sunndalsøra Iii,SN63420,2012-07-16 04:15:00,8.3
2167,Sunndalsøra Iii,SN63420,2012-07-16 04:45:00,8.6
2168,Sunndalsøra Iii,SN63420,2012-07-16 05:15:00,8.9
2169,Sunndalsøra Iii,SN63420,2012-07-16 05:45:00,9.1
2170,Sunndalsøra Iii,SN63420,2012-07-16 06:15:00,9.2
2171,Sunndalsøra Iii,SN63420,2012-07-16 06:45:00,9.6
2172,Sunndalsøra Iii,SN63420,2012-07-16 07:15:00,9.9
2173,Sunndalsøra Iii,SN63420,2012-07-16 07:45:00,10.4
2174,Sunndalsøra Iii,SN63420,2012-07-16 08:15:00,10.9
2175,Sunndalsøra Iii,SN63420,2012-07-16 08:45:00,10.8
2176,Sunndalsøra Iii,SN63420,2012-07-16 09:15:00,10.6
2177,Sunndalsøra Iii,SN63420,2012-07-16 09:45:00,11.1
2178,Sunndalsøra Iii,SN63420,2012-07-16 10:15:00,11.6
2179,Sunndalsøra Iii,SN63420,2012-07-16 10:45:00,12.5
2180,Sunndalsøra Iii,SN63420,2012-07-16 11:15:00,13.4
2181,Sunndalsøra Iii,SN63420,2012-07-16 11:45:00,13.6
2182,Sunndalsøra Iii,SN63420,2012-07-16 12:15:00,13.8
2183,Sunndalsøra Iii,SN63420,2012-07-16 12:45:00,14.0
2184,Sunndalsøra Iii,SN63420,2012-07-16 13:15:00,14.2
2185,Sunndalsøra Iii,SN63420,2012-07-16 13:45:00,14.9
2186,Sunndalsøra Iii,SN63420,2012-07-16 14:15:00,15.6
2187,Sunndalsøra Iii,SN63420,2012-07-16 14:45:00,15.6
2188,Sunndalsøra Iii,SN63420,2012-07-16 15:15:00,15.5
2189,Sunndalsøra Iii,SN63420,2012-07-16 15:45:00,15.5
2190,Sunndalsøra Iii,SN63420,2012-07-16 16:15:00,15.5
2191,Sunndalsøra Iii,SN63420,2012-07-16 16:45:00,15.1
2192,Sunndalsøra Iii,SN63420,2012-07-16 17:15:00,14.7
2193,Sunndalsøra Iii,SN63420,2012-07-16 17:45:00,15.1
2194,Sunndalsøra Iii,SN63420,2012-07-16 18:15:00,15.4
2195,Sunndalsøra Iii,SN63420,2012-07-16 18:45:00,15.3
2196,Sunndalsøra Iii,SN63420,2012-07-16 19:15:00,15.2
2197,Sunndalsøra Iii,SN63420,2012-07-16 19:45:00,14.1
2198,Sunndalsøra Iii,SN63420,2012-07-16 20:15:00,13
2199,Sunndalsøra Iii,SN63420,2012-07-16 20:45:00,12.9
2200,Sunndalsøra Iii,SN63420,2012-07-16 21:15:00,12.9
2201,Sunndalsøra Iii,SN63420,2012-07-16 21:45:00,12.7
2202,Sunndalsøra Iii,SN63420,2012-07-16 22:15:00,12.4
2203,Sunndalsøra Iii,SN63420,2012-07-16 22:45:00,11.9
2204,Sunndalsøra Iii,SN63420,2012-07-16 23:15:00,11.5
2205,Sunndalsøra Iii,SN63420,2012-07-16 23:45:00,11.2
2206,Sunndalsøra Iii,SN63420,2012-07-17 00:15:00,10.9
2207,Sunndalsøra Iii,SN63420,2012-07-17 00:45:00,10.9
2208,Sunndalsøra Iii,SN63420,2012-07-17 01:15:00,10.8
2209,Sunndalsøra Iii,SN63420,2012-07-17 01:45:00,10.9
2210,Sunndalsøra Iii,SN63420,2012-07-17 02:15:00,10.9
2211,Sunndalsøra Iii,SN63420,2012-07-17 02:45:00,10.9
2212,Sunndalsøra Iii,SN63420,2012-07-17 03:15:00,10.9
2213,Sunndalsøra Iii,SN63420,2012-07-17 03:45:00,10.9
2214,Sunndalsøra Iii,SN63420,2012-07-17 04:15:00,10.9
2215,Sunndalsøra Iii,SN63420,2012-07-17 04:45:00,10.9
2216,Sunndalsøra Iii,SN63420,2012-07-17 05:15:00,10.8
2217,Sunndalsøra Iii,SN63420,2012-07-17 05:45:00,10.8
2218,Sunndalsøra Iii,SN63420,2012-07-17 06:15:00,10.7
2219,Sunndalsøra Iii,SN63420,2012-07-17 06:45:00,11.0
2220,Sunndalsøra Iii,SN63420,2012-07-17 07:15:00,11.3
2221,Sunndalsøra Iii,SN63420,2012-07-17 07:45:00,11.2
2222,Sunndalsøra Iii,SN63420,2012-07-17 08:15:00,11.1
2223,Sunndalsøra Iii,SN63420,2012-07-17 08:45:00,11.3
2224,Sunndalsøra Iii,SN63420,2012-07-17 09:15:00,11.5
2225,Sunndalsøra Iii,SN63420,2012-07-17 09:45:00,11.6
2226,Sunndalsøra Iii,SN63420,2012-07-17 10:15:00,11.6
2227,Sunndalsøra Iii,SN63420,2012-07-17 10:45:00,11.8
2228,Sunndalsøra Iii,SN63420,2012-07-17 11:15:00,11.9
2229,Sunndalsøra Iii,SN63420,2012-07-17 11:45:00,11.7
2230,Sunndalsøra Iii,SN63420,2012-07-17 12:15:00,11.5
2231,Sunndalsøra Iii,SN63420,2012-07-17 12:45:00,11.6
2232,Sunndalsøra Iii,SN63420,2012-07-17 13:15:00,11.6
2233,Sunndalsøra Iii,SN63420,2012-07-17 13:45:00,12.1
2234,Sunndalsøra Iii,SN63420,2012-07-17 14:15:00,12.5
2235,Sunndalsøra Iii,SN63420,2012-07-17 14:45:00,13.0
2236,Sunndalsøra Iii,SN63420,2012-07-17 15:15:00,13.5
2237,Sunndalsøra Iii,SN63420,2012-07-17 15:45:00,14.1
2238,Sunndalsøra Iii,SN63420,2012-07-17 16:15:00,14.6
2239,Sunndalsøra Iii,SN63420,2012-07-17 16:45:00,14.1
2240,Sunndalsøra Iii,SN63420,2012-07-17 17:15:00,13.6
2241,Sunndalsøra Iii,SN63420,2012-07-17 17:45:00,13.4
2242,Sunndalsøra Iii,SN63420,2012-07-17 18:15:00,13.3
2243,Sunndalsøra Iii,SN63420,2012-07-17 18:45:00,12.8
2244,Sunndalsøra Iii,SN63420,2012-07-17 19:15:00,12.2
2245,Sunndalsøra Iii,SN63420,2012-07-17 19:45:00,12.2
2246,Sunndalsøra Iii,SN63420,2012-07-17 20:15:00,12.3
2247,Sunndalsøra Iii,SN63420,2012-07-17 20:45:00,12.2
2248,Sunndalsøra Iii,SN63420,2012-07-17 21:15:00,12.2
2249,Sunndalsøra Iii,SN63420,2012-07-17 21:45:00,11.9
2250,Sunndalsøra Iii,SN63420,2012-07-17 22:15:00,11.7
2251,Sunndalsøra Iii,SN63420,2012-07-17 22:45:00,11.3
2252,Sunndalsøra Iii,SN63420,2012-07-17 23:15:00,11
2253,Sunndalsøra Iii,SN63420,2012-07-17 23:45:00,10.9
2254,Sunndalsøra Iii,SN63420,2012-07-18 00:15:00,10.9
2255,Sunndalsøra Iii,SN63420,2012-07-18 00:45:00,10.9
2256,Sunndalsøra Iii,SN63420,2012-07-18 01:15:00,11
2257,Sunndalsøra Iii,SN63420,2012-07-18 01:45:00,10.8
2258,Sunndalsøra Iii,SN63420,2012-07-18 02:15:00,10.6
2259,Sunndalsøra Iii,SN63420,2012-07-18 02:45:00,10.6
2260,Sunndalsøra Iii,SN63420,2012-07-18 03:15:00,10.6
2261,Sunndalsøra Iii,SN63420,2012-07-18 03:45:00,10.4
2262,Sunndalsøra Iii,SN63420,2012-07-18 04:15:00,10.2
2263,Sunndalsøra Iii,SN63420,2012-07-18 04:45:00,10.2
2264,Sunndalsøra Iii,SN63420,2012-07-18 05:15:00,10.2
2265,Sunndalsøra Iii,SN63420,2012-07-18 05:45:00,10.4
2266,Sunndalsøra Iii,SN63420,2012-07-18 06:15:00,10.6
2267,Sunndalsøra Iii,SN63420,2012-07-18 06:45:00,10.7
2268,Sunndalsøra Iii,SN63420,2012-07-18 07:15:00,10.8
2269,Sunndalsøra Iii,SN63420,2012-07-18 07:45:00,11.3
2270,Sunndalsøra Iii,SN63420,2012-07-18 08:15:00,11.8
2271,Sunndalsøra Iii,SN63420,2012-07-18 08:45:00,12.6
2272,Sunndalsøra Iii,SN63420,2012-07-18 09:15:00,13.4
2273,Sunndalsøra Iii,SN63420,2012-07-18 09:45:00,13.4
2274,Sunndalsøra Iii,SN63420,2012-07-18 10:15:00,13.5
2275,Sunndalsøra Iii,SN63420,2012-07-18 10:45:00,14.4
2276,Sunndalsøra Iii,SN63420,2012-07-18 11:15:00,15.3
2277,Sunndalsøra Iii,SN63420,2012-07-18 11:45:00,15.8
2278,Sunndalsøra Iii,SN63420,2012-07-18 12:15:00,16.2
2279,Sunndalsøra Iii,SN63420,2012-07-18 12:45:00,15.8
2280,Sunndalsøra Iii,SN63420,2012-07-18 13:15:00,15.3
2281,Sunndalsøra Iii,SN63420,2012-07-18 13:45:00,14.9
2282,Sunndalsøra Iii,SN63420,2012-07-18 14:15:00,14.4
2283,Sunndalsøra Iii,SN63420,2012-07-18 14:45:00,14.3
2284,Sunndalsøra Iii,SN63420,2012-07-18 15:15:00,14.2
2285,Sunndalsøra Iii,SN63420,2012-07-18 15:45:00,13.9
2286,Sunndalsøra Iii,SN63420,2012-07-18 16:15:00,13.7
2287,Sunndalsøra Iii,SN63420,2012-07-18 16:45:00,13.5
2288,Sunndalsøra Iii,SN63420,2012-07-18 17:15:00,13.3
2289,Sunndalsøra Iii,SN63420,2012-07-18 17:45:00,13.8
2290,Sunndalsøra Iii,SN63420,2012-07-18 18:15:00,14.2
2291,Sunndalsøra Iii,SN63420,2012-07-18 18:45:00,14.2
2292,Sunndalsøra Iii,SN63420,2012-07-18 19:15:00,14.2
2293,Sunndalsøra Iii,SN63420,2012-07-18 19:45:00,13.8
2294,Sunndalsøra Iii,SN63420,2012-07-18 20:15:00,13.3
2295,Sunndalsøra Iii,SN63420,2012-07-18 20:45:00,13.2
2296,Sunndalsøra Iii,SN63420,2012-07-18 21:15:00,13.1
2297,Sunndalsøra Iii,SN63420,2012-07-18 21:45:00,12.9
2298,Sunndalsøra Iii,SN63420,2012-07-18 22:15:00,12.7
2299,Sunndalsøra Iii,SN63420,2012-07-18 22:45:00,12.5
2300,Sunndalsøra Iii,SN63420,2012-07-18 23:15:00,12.3
2301,Sunndalsøra Iii,SN63420,2012-07-18 23:45:00,12.2
2302,Sunndalsøra Iii,SN63420,2012-07-19 00:15:00,12.2
2303,Sunndalsøra Iii,SN63420,2012-07-19 00:45:00,11.9
2304,Sunndalsøra Iii,SN63420,2012-07-19 01:15:00,11.6
2305,Sunndalsøra Iii,SN63420,2012-07-19 01:45:00,11.6
2306,Sunndalsøra Iii,SN63420,2012-07-19 02:15:00,11.6
2307,Sunndalsøra Iii,SN63420,2012-07-19 02:45:00,11.6
2308,Sunndalsøra Iii,SN63420,2012-07-19 03:15:00,11.5
2309,Sunndalsøra Iii,SN63420,2012-07-19 03:45:00,11.4
2310,Sunndalsøra Iii,SN63420,2012-07-19 04:15:00,11.4
2311,Sunndalsøra Iii,SN63420,2012-07-19 04:45:00,11.2
2312,Sunndalsøra Iii,SN63420,2012-07-19 05:15:00,11.1
2313,Sunndalsøra Iii,SN63420,2012-07-19 05:45:00,11.1
2314,Sunndalsøra Iii,SN63420,2012-07-19 06:15:00,11.2
2315,Sunndalsøra Iii,SN63420,2012-07-19 06:45:00,11.2
2316,Sunndalsøra Iii,SN63420,2012-07-19 07:15:00,11.2
2317,Sunndalsøra Iii,SN63420,2012-07-19 07:45:00,11.3
2318,Sunndalsøra Iii,SN63420,2012-07-19 08:15:00,11.5
2319,Sunndalsøra Iii,SN63420,2012-07-19 08:45:00,11.7
2320,Sunndalsøra Iii,SN63420,2012-07-19 09:15:00,11.9
2321,Sunndalsøra Iii,SN63420,2012-07-19 09:45:00,12.2
2322,Sunndalsøra Iii,SN63420,2012-07-19 10:15:00,12.5
2323,Sunndalsøra Iii,SN63420,2012-07-19 10:45:00,12.8
2324,Sunndalsøra Iii,SN63420,2012-07-19 11:15:00,13.2
2325,Sunndalsøra Iii,SN63420,2012-07-19 11:45:00,13.2
2326,Sunndalsøra Iii,SN63420,2012-07-19 12:15:00,13.3
2327,Sunndalsøra Iii,SN63420,2012-07-19 12:45:00,13.6
2328,Sunndalsøra Iii,SN63420,2012-07-19 13:15:00,13.9
2329,Sunndalsøra Iii,SN63420,2012-07-19 13:45:00,13.9
2330,Sunndalsøra Iii,SN63420,2012-07-19 14:15:00,14
2331,Sunndalsøra Iii,SN63420,2012-07-19 14:45:00,13.8
2332,Sunndalsøra Iii,SN63420,2012-07-19 15:15:00,13.6
2333,Sunndalsøra Iii,SN63420,2012-07-19 15:45:00,13.6
2334,Sunndalsøra Iii,SN63420,2012-07-19 16:15:00,13.7
2335,Sunndalsøra Iii,SN63420,2012-07-19 16:45:00,13.6
2336,Sunndalsøra Iii,SN63420,2012-07-19 17:15:00,13.6
2337,Sunndalsøra Iii,SN63420,2012-07-19 17:45:00,13.6
2338,Sunndalsøra Iii,SN63420,2012-07-19 18:15:00,13.7
2339,Sunndalsøra Iii,SN63420,2012-07-19 18:45:00,13.4
2340,Sunndalsøra Iii,SN63420,2012-07-19 19:15:00,13.1
2341,Sunndalsøra Iii,SN63420,2012-07-19 19:45:00,12.8
2342,Sunndalsøra Iii,SN63420,2012-07-19 20:15:00,12.4
2343,Sunndalsøra Iii,SN63420,2012-07-19 20:45:00,12.1
2344,Sunndalsøra Iii,SN63420,2012-07-19 21:15:00,11.8
2345,Sunndalsøra Iii,SN63420,2012-07-19 21:45:00,11.6
2346,Sunndalsøra Iii,SN63420,2012-07-19 22:15:00,11.4
2347,Sunndalsøra Iii,SN63420,2012-07-19 22:45:00,11.2
2348,Sunndalsøra Iii,SN63420,2012-07-19 23:15:00,11.1
2349,Sunndalsøra Iii,SN63420,2012-07-19 23:45:00,11.1
2350,Sunndalsøra Iii,SN63420,2012-07-20 00:15:00,11
2351,Sunndalsøra Iii,SN63420,2012-07-20 00:45:00,10.9
2352,Sunndalsøra Iii,SN63420,2012-07-20 01:15:00,10.8
2353,Sunndalsøra Iii,SN63420,2012-07-20 01:45:00,10.7
2354,Sunndalsøra Iii,SN63420,2012-07-20 02:15:00,10.6
2355,Sunndalsøra Iii,SN63420,2012-07-20 02:45:00,10.6
2356,Sunndalsøra Iii,SN63420,2012-07-20 03:15:00,10.6
2357,Sunndalsøra Iii,SN63420,2012-07-20 03:45:00,10.6
2358,Sunndalsøra Iii,SN63420,2012-07-20 04:15:00,10.5
2359,Sunndalsøra Iii,SN63420,2012-07-20 04:45:00,10.4
2360,Sunndalsøra Iii,SN63420,2012-07-20 05:15:00,10.4
2361,Sunndalsøra Iii,SN63420,2012-07-20 05:45:00,10.5
2362,Sunndalsøra Iii,SN63420,2012-07-20 06:15:00,10.6
2363,Sunndalsøra Iii,SN63420,2012-07-20 06:45:00,10.7
2364,Sunndalsøra Iii,SN63420,2012-07-20 07:15:00,10.8
2365,Sunndalsøra Iii,SN63420,2012-07-20 07:45:00,10.7
2366,Sunndalsøra Iii,SN63420,2012-07-20 08:15:00,10.6
2367,Sunndalsøra Iii,SN63420,2012-07-20 08:45:00,10.7
2368,Sunndalsøra Iii,SN63420,2012-07-20 09:15:00,10.8
2369,Sunndalsøra Iii,SN63420,2012-07-20 09:45:00,10.7
2370,Sunndalsøra Iii,SN63420,2012-07-20 10:15:00,10.6
2371,Sunndalsøra Iii,SN63420,2012-07-20 10:45:00,11.1
2372,Sunndalsøra Iii,SN63420,2012-07-20 11:15:00,11.6
2373,Sunndalsøra Iii,SN63420,2012-07-20 11:45:00,11.1
2374,Sunndalsøra Iii,SN63420,2012-07-20 12:15:00,10.6
2375,Sunndalsøra Iii,SN63420,2012-07-20 12:45:00,11.2
2376,Sunndalsøra Iii,SN63420,2012-07-20 13:15:00,11.9
2377,Sunndalsøra Iii,SN63420,2012-07-20 13:45:00,11.4
2378,Sunndalsøra Iii,SN63420,2012-07-20 14:15:00,10.9
2379,Sunndalsøra Iii,SN63420,2012-07-20 14:45:00,10.7
2380,Sunndalsøra Iii,SN63420,2012-07-20 15:15:00,10.4
2381,Sunndalsøra Iii,SN63420,2012-07-20 15:45:00,10.7
2382,Sunndalsøra Iii,SN63420,2012-07-20 16:15:00,10.9
2383,Sunndalsøra Iii,SN63420,2012-07-20 16:45:00,10.5
2384,Sunndalsøra Iii,SN63420,2012-07-20 17:15:00,10.1
2385,Sunndalsøra Iii,SN63420,2012-07-20 17:45:00,10.3
2386,Sunndalsøra Iii,SN63420,2012-07-20 18:15:00,10.6
2387,Sunndalsøra Iii,SN63420,2012-07-20 18:45:00,10.6
2388,Sunndalsøra Iii,SN63420,2012-07-20 19:15:00,10.7
2389,Sunndalsøra Iii,SN63420,2012-07-20 19:45:00,10.3
2390,Sunndalsøra Iii,SN63420,2012-07-20 20:15:00,9.9
2391,Sunndalsøra Iii,SN63420,2012-07-20 20:45:00,9.6
2392,Sunndalsøra Iii,SN63420,2012-07-20 21:15:00,9.2
2393,Sunndalsøra Iii,SN63420,2012-07-20 21:45:00,9.2
2394,Sunndalsøra Iii,SN63420,2012-07-20 22:15:00,9.3
2395,Sunndalsøra Iii,SN63420,2012-07-20 22:45:00,9.2
2396,Sunndalsøra Iii,SN63420,2012-07-20 23:15:00,9
2397,Sunndalsøra Iii,SN63420,2012-07-20 23:45:00,8.9
2398,Sunndalsøra Iii,SN63420,2012-07-21 00:15:00,8.8
2399,Sunndalsøra Iii,SN63420,2012-07-21 00:45:00,8.5
2400,Sunndalsøra Iii,SN63420,2012-07-21 01:15:00,8.2
2401,Sunndalsøra Iii,SN63420,2012-07-21 01:45:00,7.9
2402,Sunndalsøra Iii,SN63420,2012-07-21 02:15:00,7.6
2403,Sunndalsøra Iii,SN63420,2012-07-21 02:45:00,7.5
2404,Sunndalsøra Iii,SN63420,2012-07-21 03:15:00,7.4
2405,Sunndalsøra Iii,SN63420,2012-07-21 03:45:00,7.4
2406,Sunndalsøra Iii,SN63420,2012-07-21 04:15:00,7.4
2407,Sunndalsøra Iii,SN63420,2012-07-21 04:45:00,7.3
2408,Sunndalsøra Iii,SN63420,2012-07-21 05:15:00,7.2
2409,Sunndalsøra Iii,SN63420,2012-07-21 05:45:00,7.2
2410,Sunndalsøra Iii,SN63420,2012-07-21 06:15:00,7.3
2411,Sunndalsøra Iii,SN63420,2012-07-21 06:45:00,7.3
2412,Sunndalsøra Iii,SN63420,2012-07-21 07:15:00,7.4
2413,Sunndalsøra Iii,SN63420,2012-07-21 07:45:00,8.9
2414,Sunndalsøra Iii,SN63420,2012-07-21 08:15:00,10.4
2415,Sunndalsøra Iii,SN63420,2012-07-21 08:45:00,10.8
2416,Sunndalsøra Iii,SN63420,2012-07-21 09:15:00,11.2
2417,Sunndalsøra Iii,SN63420,2012-07-21 09:45:00,12.2
2418,Sunndalsøra Iii,SN63420,2012-07-21 10:15:00,13.3
2419,Sunndalsøra Iii,SN63420,2012-07-21 10:45:00,13.5
2420,Sunndalsøra Iii,SN63420,2012-07-21 11:15:00,13.7
2421,Sunndalsøra Iii,SN63420,2012-07-21 11:45:00,13.8
2422,Sunndalsøra Iii,SN63420,2012-07-21 12:15:00,14
2423,Sunndalsøra Iii,SN63420,2012-07-21 12:45:00,13.8
2424,Sunndalsøra Iii,SN63420,2012-07-21 13:15:00,13.6
2425,Sunndalsøra Iii,SN63420,2012-07-21 13:45:00,12.8
2426,Sunndalsøra Iii,SN63420,2012-07-21 14:15:00,12
2427,Sunndalsøra Iii,SN63420,2012-07-21 14:45:00,12.5
2428,Sunndalsøra Iii,SN63420,2012-07-21 15:15:00,13
2429,Sunndalsøra Iii,SN63420,2012-07-21 15:45:00,12.7
2430,Sunndalsøra Iii,SN63420,2012-07-21 16:15:00,12.4
2431,Sunndalsøra Iii,SN63420,2012-07-21 16:45:00,11.9
2432,Sunndalsøra Iii,SN63420,2012-07-21 17:15:00,11.5
2433,Sunndalsøra Iii,SN63420,2012-07-21 17:45:00,11.2
2434,Sunndalsøra Iii,SN63420,2012-07-21 18:15:00,11
2435,Sunndalsøra Iii,SN63420,2012-07-21 18:45:00,11.1
2436,Sunndalsøra Iii,SN63420,2012-07-21 19:15:00,11.2
2437,Sunndalsøra Iii,SN63420,2012-07-21 19:45:00,11.2
2438,Sunndalsøra Iii,SN63420,2012-07-21 20:15:00,11.2
2439,Sunndalsøra Iii,SN63420,2012-07-21 20:45:00,11.1
2440,Sunndalsøra Iii,SN63420,2012-07-21 21:15:00,11
2441,Sunndalsøra Iii,SN63420,2012-07-21 21:45:00,10.8
2442,Sunndalsøra Iii,SN63420,2012-07-21 22:15:00,10.7
2443,Sunndalsøra Iii,SN63420,2012-07-21 22:45:00,11.2
2444,Sunndalsøra Iii,SN63420,2012-07-21 23:15:00,11.8
2445,Sunndalsøra Iii,SN63420,2012-07-21 23:45:00,11.8
2446,Sunndalsøra Iii,SN63420,2012-07-22 00:15:00,11.7
2447,Sunndalsøra Iii,SN63420,2012-07-22 00:45:00,11.2
2448,Sunndalsøra Iii,SN63420,2012-07-22 01:15:00,10.7
2449,Sunndalsøra Iii,SN63420,2012-07-22 01:45:00,10.3
2450,Sunndalsøra Iii,SN63420,2012-07-22 02:15:00,10
2451,Sunndalsøra Iii,SN63420,2012-07-22 02:45:00,10.1
2452,Sunndalsøra Iii,SN63420,2012-07-22 03:15:00,10.2
2453,Sunndalsøra Iii,SN63420,2012-07-22 03:45:00,10.1
2454,Sunndalsøra Iii,SN63420,2012-07-22 04:15:00,9.9
2455,Sunndalsøra Iii,SN63420,2012-07-22 04:45:00,9.9
2456,Sunndalsøra Iii,SN63420,2012-07-22 05:15:00,9.9
2457,Sunndalsøra Iii,SN63420,2012-07-22 05:45:00,10.1
2458,Sunndalsøra Iii,SN63420,2012-07-22 06:15:00,10.2
2459,Sunndalsøra Iii,SN63420,2012-07-22 06:45:00,10.4
2460,Sunndalsøra Iii,SN63420,2012-07-22 07:15:00,10.6
2461,Sunndalsøra Iii,SN63420,2012-07-22 07:45:00,10.6
2462,Sunndalsøra Iii,SN63420,2012-07-22 08:15:00,10.7
2463,Sunndalsøra Iii,SN63420,2012-07-22 08:45:00,11.1
2464,Sunndalsøra Iii,SN63420,2012-07-22 09:15:00,11.4
2465,Sunndalsøra Iii,SN63420,2012-07-22 09:45:00,11.3
2466,Sunndalsøra Iii,SN63420,2012-07-22 10:15:00,11.2
2467,Sunndalsøra Iii,SN63420,2012-07-22 10:45:00,11.5
2468,Sunndalsøra Iii,SN63420,2012-07-22 11:15:00,11.8
2469,Sunndalsøra Iii,SN63420,2012-07-22 11:45:00,11.9
2470,Sunndalsøra Iii,SN63420,2012-07-22 12:15:00,11.9
2471,Sunndalsøra Iii,SN63420,2012-07-22 12:45:00,12.0
2472,Sunndalsøra Iii,SN63420,2012-07-22 13:15:00,12.1
2473,Sunndalsøra Iii,SN63420,2012-07-22 13:45:00,12.4
2474,Sunndalsøra Iii,SN63420,2012-07-22 14:15:00,12.7
2475,Sunndalsøra Iii,SN63420,2012-07-22 14:45:00,13.6
2476,Sunndalsøra Iii,SN63420,2012-07-22 15:15:00,14.6
2477,Sunndalsøra Iii,SN63420,2012-07-22 15:45:00,15.1
2478,Sunndalsøra Iii,SN63420,2012-07-22 16:15:00,15.7
2479,Sunndalsøra Iii,SN63420,2012-07-22 16:45:00,15.9
2480,Sunndalsøra Iii,SN63420,2012-07-22 17:15:00,16.1
2481,Sunndalsøra Iii,SN63420,2012-07-22 17:45:00,15.5
2482,Sunndalsøra Iii,SN63420,2012-07-22 18:15:00,14.9
2483,Sunndalsøra Iii,SN63420,2012-07-22 18:45:00,13.6
2484,Sunndalsøra Iii,SN63420,2012-07-22 19:15:00,12.3
2485,Sunndalsøra Iii,SN63420,2012-07-22 19:45:00,12.9
2486,Sunndalsøra Iii,SN63420,2012-07-22 20:15:00,13.6
2487,Sunndalsøra Iii,SN63420,2012-07-22 20:45:00,13.9
2488,Sunndalsøra Iii,SN63420,2012-07-22 21:15:00,14.2
2489,Sunndalsøra Iii,SN63420,2012-07-22 21:45:00,13.6
2490,Sunndalsøra Iii,SN63420,2012-07-22 22:15:00,13
2491,Sunndalsøra Iii,SN63420,2012-07-22 22:45:00,12.8
2492,Sunndalsøra Iii,SN63420,2012-07-22 23:15:00,12.5
2493,Sunndalsøra Iii,SN63420,2012-07-22 23:45:00,12.9
2494,Sunndalsøra Iii,SN63420,2012-07-23 00:15:00,13.4
2495,Sunndalsøra Iii,SN63420,2012-07-23 00:45:00,13.8
2496,Sunndalsøra Iii,SN63420,2012-07-23 01:15:00,14.2
2497,Sunndalsøra Iii,SN63420,2012-07-23 01:45:00,13.9
2498,Sunndalsøra Iii,SN63420,2012-07-23 02:15:00,13.6
2499,Sunndalsøra Iii,SN63420,2012-07-23 02:45:00,13.6
2500,Sunndalsøra Iii,SN63420,2012-07-23 03:15:00,13.7
2501,Sunndalsøra Iii,SN63420,2012-07-23 03:45:00,16.0
2502,Sunndalsøra Iii,SN63420,2012-07-23 04:15:00,18.3
2503,Sunndalsøra Iii,SN63420,2012-07-23 04:45:00,18.1
2504,Sunndalsøra Iii,SN63420,2012-07-23 05:15:00,17.9
2505,Sunndalsøra Iii,SN63420,2012-07-23 05:45:00,17.9
2506,Sunndalsøra Iii,SN63420,2012-07-23 06:15:00,17.9
2507,Sunndalsøra Iii,SN63420,2012-07-23 06:45:00,17.4
2508,Sunndalsøra Iii,SN63420,2012-07-23 07:15:00,17
2509,Sunndalsøra Iii,SN63420,2012-07-23 07:45:00,16.5
2510,Sunndalsøra Iii,SN63420,2012-07-23 08:15:00,16
2511,Sunndalsøra Iii,SN63420,2012-07-23 08:45:00,16.4
2512,Sunndalsøra Iii,SN63420,2012-07-23 09:15:00,16.8
2513,Sunndalsøra Iii,SN63420,2012-07-23 09:45:00,17.4
2514,Sunndalsøra Iii,SN63420,2012-07-23 10:15:00,18
2515,Sunndalsøra Iii,SN63420,2012-07-23 10:45:00,18.1
2516,Sunndalsøra Iii,SN63420,2012-07-23 11:15:00,18.3
2517,Sunndalsøra Iii,SN63420,2012-07-23 11:45:00,18.9
