,Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
2518,Sunndalsøra Iii,SN63420,2012-07-23 12:15:00,19.5
2519,Sunndalsøra Iii,SN63420,2012-07-23 12:45:00,19.5
2520,Sunndalsøra Iii,SN63420,2012-07-23 13:15:00,19.5
2521,Sunndalsøra Iii,SN63420,2012-07-23 13:45:00,19.5
2522,Sunndalsøra Iii,SN63420,2012-07-23 14:15:00,19.5
2523,Sunndalsøra Iii,SN63420,2012-07-23 14:45:00,19.3
2524,Sunndalsøra Iii,SN63420,2012-07-23 15:15:00,19.1
2525,Sunndalsøra Iii,SN63420,2012-07-23 15:45:00,18.9
2526,Sunndalsøra Iii,SN63420,2012-07-23 16:15:00,18.7
2527,Sunndalsøra Iii,SN63420,2012-07-23 16:45:00,18.7
2528,Sunndalsøra Iii,SN63420,2012-07-23 17:15:00,18.7
2529,Sunndalsøra Iii,SN63420,2012-07-23 17:45:00,18.4
2530,Sunndalsøra Iii,SN63420,2012-07-23 18:15:00,18.1
2531,Sunndalsøra Iii,SN63420,2012-07-23 18:45:00,17.8
2532,Sunndalsøra Iii,SN63420,2012-07-23 19:15:00,17.4
2533,Sunndalsøra Iii,SN63420,2012-07-23 19:45:00,17.1
2534,Sunndalsøra Iii,SN63420,2012-07-23 20:15:00,16.8
2535,Sunndalsøra Iii,SN63420,2012-07-23 20:45:00,16.7
2536,Sunndalsøra Iii,SN63420,2012-07-23 21:15:00,16.6
2537,Sunndalsøra Iii,SN63420,2012-07-23 21:45:00,15.9
2538,Sunndalsøra Iii,SN63420,2012-07-23 22:15:00,15.2
2539,Sunndalsøra Iii,SN63420,2012-07-23 22:45:00,14.9
2540,Sunndalsøra Iii,SN63420,2012-07-23 23:15:00,14.6
2541,Sunndalsøra Iii,SN63420,2012-07-23 23:45:00,14.2
2542,Sunndalsøra Iii,SN63420,2012-07-24 00:15:00,13.9
2543,Sunndalsøra Iii,SN63420,2012-07-24 00:45:00,13.8
2544,Sunndalsøra Iii,SN63420,2012-07-24 01:15:00,13.6
2545,Sunndalsøra Iii,SN63420,2012-07-24 01:45:00,13.6
2546,Sunndalsøra Iii,SN63420,2012-07-24 02:15:00,13.6
2547,Sunndalsøra Iii,SN63420,2012-07-24 02:45:00,13.3
2548,Sunndalsøra Iii,SN63420,2012-07-24 03:15:00,13.1
2549,Sunndalsøra Iii,SN63420,2012-07-24 03:45:00,13.0
2550,Sunndalsøra Iii,SN63420,2012-07-24 04:15:00,12.9
2551,Sunndalsøra Iii,SN63420,2012-07-24 04:45:00,13.1
2552,Sunndalsøra Iii,SN63420,2012-07-24 05:15:00,13.2
2553,Sunndalsøra Iii,SN63420,2012-07-24 05:45:00,13.6
2554,Sunndalsøra Iii,SN63420,2012-07-24 06:15:00,14
2555,Sunndalsøra Iii,SN63420,2012-07-24 06:45:00,14.1
2556,Sunndalsøra Iii,SN63420,2012-07-24 07:15:00,14.1
2557,Sunndalsøra Iii,SN63420,2012-07-24 07:45:00,14.4
2558,Sunndalsøra Iii,SN63420,2012-07-24 08:15:00,14.8
2559,Sunndalsøra Iii,SN63420,2012-07-24 08:45:00,15.7
2560,Sunndalsøra Iii,SN63420,2012-07-24 09:15:00,16.6
2561,Sunndalsøra Iii,SN63420,2012-07-24 09:45:00,17.2
2562,Sunndalsøra Iii,SN63420,2012-07-24 10:15:00,17.9
2563,Sunndalsøra Iii,SN63420,2012-07-24 10:45:00,17.1
2564,Sunndalsøra Iii,SN63420,2012-07-24 11:15:00,16.3
2565,Sunndalsøra Iii,SN63420,2012-07-24 11:45:00,17.4
2566,Sunndalsøra Iii,SN63420,2012-07-24 12:15:00,18.5
2567,Sunndalsøra Iii,SN63420,2012-07-24 12:45:00,18.1
2568,Sunndalsøra Iii,SN63420,2012-07-24 13:15:00,17.8
2569,Sunndalsøra Iii,SN63420,2012-07-24 13:45:00,18.4
2570,Sunndalsøra Iii,SN63420,2012-07-24 14:15:00,19
2571,Sunndalsøra Iii,SN63420,2012-07-24 14:45:00,19.8
2572,Sunndalsøra Iii,SN63420,2012-07-24 15:15:00,20.5
2573,Sunndalsøra Iii,SN63420,2012-07-24 15:45:00,21.1
2574,Sunndalsøra Iii,SN63420,2012-07-24 16:15:00,21.7
2575,Sunndalsøra Iii,SN63420,2012-07-24 16:45:00,21.2
2576,Sunndalsøra Iii,SN63420,2012-07-24 17:15:00,20.8
2577,Sunndalsøra Iii,SN63420,2012-07-24 17:45:00,20.9
2578,Sunndalsøra Iii,SN63420,2012-07-24 18:15:00,21
2579,Sunndalsøra Iii,SN63420,2012-07-24 18:45:00,20.4
2580,Sunndalsøra Iii,SN63420,2012-07-24 19:15:00,19.7
2581,Sunndalsøra Iii,SN63420,2012-07-24 19:45:00,19.0
2582,Sunndalsøra Iii,SN63420,2012-07-24 20:15:00,18.3
2583,Sunndalsøra Iii,SN63420,2012-07-24 20:45:00,17.5
2584,Sunndalsøra Iii,SN63420,2012-07-24 21:15:00,16.6
2585,Sunndalsøra Iii,SN63420,2012-07-24 21:45:00,16.1
2586,Sunndalsøra Iii,SN63420,2012-07-24 22:15:00,15.6
2587,Sunndalsøra Iii,SN63420,2012-07-24 22:45:00,14.8
2588,Sunndalsøra Iii,SN63420,2012-07-24 23:15:00,14
2589,Sunndalsøra Iii,SN63420,2012-07-24 23:45:00,13.6
2590,Sunndalsøra Iii,SN63420,2012-07-25 00:15:00,13.1
2591,Sunndalsøra Iii,SN63420,2012-07-25 00:45:00,13.6
2592,Sunndalsøra Iii,SN63420,2012-07-25 01:15:00,14
2593,Sunndalsøra Iii,SN63420,2012-07-25 01:45:00,13.1
2594,Sunndalsøra Iii,SN63420,2012-07-25 02:15:00,12.1
2595,Sunndalsøra Iii,SN63420,2012-07-25 02:45:00,11.8
2596,Sunndalsøra Iii,SN63420,2012-07-25 03:15:00,11.4
2597,Sunndalsøra Iii,SN63420,2012-07-25 03:45:00,11.2
2598,Sunndalsøra Iii,SN63420,2012-07-25 04:15:00,11
2599,Sunndalsøra Iii,SN63420,2012-07-25 04:45:00,11.2
2600,Sunndalsøra Iii,SN63420,2012-07-25 05:15:00,11.3
2601,Sunndalsøra Iii,SN63420,2012-07-25 05:45:00,11.4
2602,Sunndalsøra Iii,SN63420,2012-07-25 06:15:00,11.6
2603,Sunndalsøra Iii,SN63420,2012-07-25 06:45:00,11.5
2604,Sunndalsøra Iii,SN63420,2012-07-25 07:15:00,11.4
2605,Sunndalsøra Iii,SN63420,2012-07-25 07:45:00,12.8
2606,Sunndalsøra Iii,SN63420,2012-07-25 08:15:00,14.1
2607,Sunndalsøra Iii,SN63420,2012-07-25 08:45:00,14.5
2608,Sunndalsøra Iii,SN63420,2012-07-25 09:15:00,14.9
2609,Sunndalsøra Iii,SN63420,2012-07-25 09:45:00,15.4
2610,Sunndalsøra Iii,SN63420,2012-07-25 10:15:00,15.9
2611,Sunndalsøra Iii,SN63420,2012-07-25 10:45:00,16.1
2612,Sunndalsøra Iii,SN63420,2012-07-25 11:15:00,16.4
2613,Sunndalsøra Iii,SN63420,2012-07-25 11:45:00,16.4
2614,Sunndalsøra Iii,SN63420,2012-07-25 12:15:00,16.3
2615,Sunndalsøra Iii,SN63420,2012-07-25 12:45:00,16.4
2616,Sunndalsøra Iii,SN63420,2012-07-25 13:15:00,16.4
2617,Sunndalsøra Iii,SN63420,2012-07-25 13:45:00,16.5
2618,Sunndalsøra Iii,SN63420,2012-07-25 14:15:00,16.6
2619,Sunndalsøra Iii,SN63420,2012-07-25 14:45:00,17.2
2620,Sunndalsøra Iii,SN63420,2012-07-25 15:15:00,17.9
2621,Sunndalsøra Iii,SN63420,2012-07-25 15:45:00,17.4
2622,Sunndalsøra Iii,SN63420,2012-07-25 16:15:00,16.9
2623,Sunndalsøra Iii,SN63420,2012-07-25 16:45:00,16.9
2624,Sunndalsøra Iii,SN63420,2012-07-25 17:15:00,17
2625,Sunndalsøra Iii,SN63420,2012-07-25 17:45:00,16.6
2626,Sunndalsøra Iii,SN63420,2012-07-25 18:15:00,16.3
2627,Sunndalsøra Iii,SN63420,2012-07-25 18:45:00,16.1
2628,Sunndalsøra Iii,SN63420,2012-07-25 19:15:00,15.8
2629,Sunndalsøra Iii,SN63420,2012-07-25 19:45:00,15.9
2630,Sunndalsøra Iii,SN63420,2012-07-25 20:15:00,15.9
2631,Sunndalsøra Iii,SN63420,2012-07-25 20:45:00,15.7
2632,Sunndalsøra Iii,SN63420,2012-07-25 21:15:00,15.5
2633,Sunndalsøra Iii,SN63420,2012-07-25 21:45:00,15.1
2634,Sunndalsøra Iii,SN63420,2012-07-25 22:15:00,14.7
2635,Sunndalsøra Iii,SN63420,2012-07-25 22:45:00,14.5
2636,Sunndalsøra Iii,SN63420,2012-07-25 23:15:00,14.3
2637,Sunndalsøra Iii,SN63420,2012-07-25 23:45:00,13.9
2638,Sunndalsøra Iii,SN63420,2012-07-26 00:15:00,13.5
2639,Sunndalsøra Iii,SN63420,2012-07-26 00:45:00,13.1
2640,Sunndalsøra Iii,SN63420,2012-07-26 01:15:00,12.6
2641,Sunndalsøra Iii,SN63420,2012-07-26 01:45:00,12.8
2642,Sunndalsøra Iii,SN63420,2012-07-26 02:15:00,12.9
2643,Sunndalsøra Iii,SN63420,2012-07-26 02:45:00,12.6
2644,Sunndalsøra Iii,SN63420,2012-07-26 03:15:00,12.2
2645,Sunndalsøra Iii,SN63420,2012-07-26 03:45:00,12.1
2646,Sunndalsøra Iii,SN63420,2012-07-26 04:15:00,12
2647,Sunndalsøra Iii,SN63420,2012-07-26 04:45:00,12.1
2648,Sunndalsøra Iii,SN63420,2012-07-26 05:15:00,12.2
2649,Sunndalsøra Iii,SN63420,2012-07-26 05:45:00,12.1
2650,Sunndalsøra Iii,SN63420,2012-07-26 06:15:00,12
2651,Sunndalsøra Iii,SN63420,2012-07-26 06:45:00,12.3
2652,Sunndalsøra Iii,SN63420,2012-07-26 07:15:00,12.6
2653,Sunndalsøra Iii,SN63420,2012-07-26 07:45:00,12.8
2654,Sunndalsøra Iii,SN63420,2012-07-26 08:15:00,12.9
2655,Sunndalsøra Iii,SN63420,2012-07-26 08:45:00,13.0
2656,Sunndalsøra Iii,SN63420,2012-07-26 09:15:00,13.1
2657,Sunndalsøra Iii,SN63420,2012-07-26 09:45:00,13.2
2658,Sunndalsøra Iii,SN63420,2012-07-26 10:15:00,13.4
2659,Sunndalsøra Iii,SN63420,2012-07-26 10:45:00,13.8
2660,Sunndalsøra Iii,SN63420,2012-07-26 11:15:00,14.1
2661,Sunndalsøra Iii,SN63420,2012-07-26 11:45:00,14.4
2662,Sunndalsøra Iii,SN63420,2012-07-26 12:15:00,14.8
2663,Sunndalsøra Iii,SN63420,2012-07-26 12:45:00,14.9
2664,Sunndalsøra Iii,SN63420,2012-07-26 13:15:00,15.1
2665,Sunndalsøra Iii,SN63420,2012-07-26 13:45:00,15.2
2666,Sunndalsøra Iii,SN63420,2012-07-26 14:15:00,15.4
2667,Sunndalsøra Iii,SN63420,2012-07-26 14:45:00,15.7
2668,Sunndalsøra Iii,SN63420,2012-07-26 15:15:00,16
2669,Sunndalsøra Iii,SN63420,2012-07-26 15:45:00,15.7
2670,Sunndalsøra Iii,SN63420,2012-07-26 16:15:00,15.3
2671,Sunndalsøra Iii,SN63420,2012-07-26 16:45:00,15.2
2672,Sunndalsøra Iii,SN63420,2012-07-26 17:15:00,15.2
2673,Sunndalsøra Iii,SN63420,2012-07-26 17:45:00,15.1
2674,Sunndalsøra Iii,SN63420,2012-07-26 18:15:00,15
2675,Sunndalsøra Iii,SN63420,2012-07-26 18:45:00,14.8
2676,Sunndalsøra Iii,SN63420,2012-07-26 19:15:00,14.6
2677,Sunndalsøra Iii,SN63420,2012-07-26 19:45:00,14.5
2678,Sunndalsøra Iii,SN63420,2012-07-26 20:15:00,14.4
2679,Sunndalsøra Iii,SN63420,2012-07-26 20:45:00,14.2
2680,Sunndalsøra Iii,SN63420,2012-07-26 21:15:00,14
2681,Sunndalsøra Iii,SN63420,2012-07-26 21:45:00,13.9
2682,Sunndalsøra Iii,SN63420,2012-07-26 22:15:00,13.8
2683,Sunndalsøra Iii,SN63420,2012-07-26 22:45:00,13.6
2684,Sunndalsøra Iii,SN63420,2012-07-26 23:15:00,13.3
2685,Sunndalsøra Iii,SN63420,2012-07-26 23:45:00,13.1
2686,Sunndalsøra Iii,SN63420,2012-07-27 00:15:00,12.8
2687,Sunndalsøra Iii,SN63420,2012-07-27 00:45:00,12.8
2688,Sunndalsøra Iii,SN63420,2012-07-27 01:15:00,12.8
2689,Sunndalsøra Iii,SN63420,2012-07-27 01:45:00,12.8
2690,Sunndalsøra Iii,SN63420,2012-07-27 02:15:00,12.7
2691,Sunndalsøra Iii,SN63420,2012-07-27 02:45:00,12.4
2692,Sunndalsøra Iii,SN63420,2012-07-27 03:15:00,12.1
2693,Sunndalsøra Iii,SN63420,2012-07-27 03:45:00,12.0
2694,Sunndalsøra Iii,SN63420,2012-07-27 04:15:00,11.9
2695,Sunndalsøra Iii,SN63420,2012-07-27 04:45:00,11.7
2696,Sunndalsøra Iii,SN63420,2012-07-27 05:15:00,11.5
2697,Sunndalsøra Iii,SN63420,2012-07-27 05:45:00,11.4
2698,Sunndalsøra Iii,SN63420,2012-07-27 06:15:00,11.4
2699,Sunndalsøra Iii,SN63420,2012-07-27 06:45:00,11.4
2700,Sunndalsøra Iii,SN63420,2012-07-27 07:15:00,11.4
2701,Sunndalsøra Iii,SN63420,2012-07-27 07:45:00,11.6
2702,Sunndalsøra Iii,SN63420,2012-07-27 08:15:00,11.7
2703,Sunndalsøra Iii,SN63420,2012-07-27 08:45:00,12.1
2704,Sunndalsøra Iii,SN63420,2012-07-27 09:15:00,12.6
2705,Sunndalsøra Iii,SN63420,2012-07-27 09:45:00,13.1
2706,Sunndalsøra Iii,SN63420,2012-07-27 10:15:00,13.6
2707,Sunndalsøra Iii,SN63420,2012-07-27 10:45:00,13.8
2708,Sunndalsøra Iii,SN63420,2012-07-27 11:15:00,13.9
2709,Sunndalsøra Iii,SN63420,2012-07-27 11:45:00,15.1
2710,Sunndalsøra Iii,SN63420,2012-07-27 12:15:00,16.3
2711,Sunndalsøra Iii,SN63420,2012-07-27 12:45:00,15.8
2712,Sunndalsøra Iii,SN63420,2012-07-27 13:15:00,15.2
2713,Sunndalsøra Iii,SN63420,2012-07-27 13:45:00,15.7
2714,Sunndalsøra Iii,SN63420,2012-07-27 14:15:00,16.1
2715,Sunndalsøra Iii,SN63420,2012-07-27 14:45:00,16.9
2716,Sunndalsøra Iii,SN63420,2012-07-27 15:15:00,17.7
2717,Sunndalsøra Iii,SN63420,2012-07-27 15:45:00,17.9
2718,Sunndalsøra Iii,SN63420,2012-07-27 16:15:00,18.1
2719,Sunndalsøra Iii,SN63420,2012-07-27 16:45:00,18.8
2720,Sunndalsøra Iii,SN63420,2012-07-27 17:15:00,19.4
2721,Sunndalsøra Iii,SN63420,2012-07-27 17:45:00,19.2
2722,Sunndalsøra Iii,SN63420,2012-07-27 18:15:00,19.1
2723,Sunndalsøra Iii,SN63420,2012-07-27 18:45:00,18.4
2724,Sunndalsøra Iii,SN63420,2012-07-27 19:15:00,17.7
2725,Sunndalsøra Iii,SN63420,2012-07-27 19:45:00,17.4
2726,Sunndalsøra Iii,SN63420,2012-07-27 20:15:00,17
2727,Sunndalsøra Iii,SN63420,2012-07-27 20:45:00,16.6
2728,Sunndalsøra Iii,SN63420,2012-07-27 21:15:00,16.2
2729,Sunndalsøra Iii,SN63420,2012-07-27 21:45:00,15.8
2730,Sunndalsøra Iii,SN63420,2012-07-27 22:15:00,15.5
2731,Sunndalsøra Iii,SN63420,2012-07-27 22:45:00,15.2
2732,Sunndalsøra Iii,SN63420,2012-07-27 23:15:00,14.9
2733,Sunndalsøra Iii,SN63420,2012-07-27 23:45:00,14.7
2734,Sunndalsøra Iii,SN63420,2012-07-28 00:15:00,14.4
2735,Sunndalsøra Iii,SN63420,2012-07-28 00:45:00,14.1
2736,Sunndalsøra Iii,SN63420,2012-07-28 01:15:00,13.8
2737,Sunndalsøra Iii,SN63420,2012-07-28 01:45:00,13.7
2738,Sunndalsøra Iii,SN63420,2012-07-28 02:15:00,13.5
2739,Sunndalsøra Iii,SN63420,2012-07-28 02:45:00,13.4
2740,Sunndalsøra Iii,SN63420,2012-07-28 03:15:00,13.3
2741,Sunndalsøra Iii,SN63420,2012-07-28 03:45:00,13.3
2742,Sunndalsøra Iii,SN63420,2012-07-28 04:15:00,13.3
2743,Sunndalsøra Iii,SN63420,2012-07-28 04:45:00,13.2
2744,Sunndalsøra Iii,SN63420,2012-07-28 05:15:00,13
2745,Sunndalsøra Iii,SN63420,2012-07-28 05:45:00,12.8
2746,Sunndalsøra Iii,SN63420,2012-07-28 06:15:00,12.7
2747,Sunndalsøra Iii,SN63420,2012-07-28 06:45:00,12.8
2748,Sunndalsøra Iii,SN63420,2012-07-28 07:15:00,12.9
2749,Sunndalsøra Iii,SN63420,2012-07-28 07:45:00,13.0
2750,Sunndalsøra Iii,SN63420,2012-07-28 08:15:00,13.1
2751,Sunndalsøra Iii,SN63420,2012-07-28 08:45:00,13.5
2752,Sunndalsøra Iii,SN63420,2012-07-28 09:15:00,13.9
2753,Sunndalsøra Iii,SN63420,2012-07-28 09:45:00,14.2
2754,Sunndalsøra Iii,SN63420,2012-07-28 10:15:00,14.5
2755,Sunndalsøra Iii,SN63420,2012-07-28 10:45:00,14.2
2756,Sunndalsøra Iii,SN63420,2012-07-28 11:15:00,13.8
2757,Sunndalsøra Iii,SN63420,2012-07-28 11:45:00,14.2
2758,Sunndalsøra Iii,SN63420,2012-07-28 12:15:00,14.6
2759,Sunndalsøra Iii,SN63420,2012-07-28 12:45:00,15.0
2760,Sunndalsøra Iii,SN63420,2012-07-28 13:15:00,15.4
2761,Sunndalsøra Iii,SN63420,2012-07-28 13:45:00,15.8
2762,Sunndalsøra Iii,SN63420,2012-07-28 14:15:00,16.1
2763,Sunndalsøra Iii,SN63420,2012-07-28 14:45:00,16.3
2764,Sunndalsøra Iii,SN63420,2012-07-28 15:15:00,16.5
2765,Sunndalsøra Iii,SN63420,2012-07-28 15:45:00,16.4
2766,Sunndalsøra Iii,SN63420,2012-07-28 16:15:00,16.2
2767,Sunndalsøra Iii,SN63420,2012-07-28 16:45:00,16.0
2768,Sunndalsøra Iii,SN63420,2012-07-28 17:15:00,15.8
2769,Sunndalsøra Iii,SN63420,2012-07-28 17:45:00,15.9
2770,Sunndalsøra Iii,SN63420,2012-07-28 18:15:00,16
2771,Sunndalsøra Iii,SN63420,2012-07-28 18:45:00,16.1
2772,Sunndalsøra Iii,SN63420,2012-07-28 19:15:00,16.3
2773,Sunndalsøra Iii,SN63420,2012-07-28 19:45:00,16.0
2774,Sunndalsøra Iii,SN63420,2012-07-28 20:15:00,15.7
2775,Sunndalsøra Iii,SN63420,2012-07-28 20:45:00,15.4
2776,Sunndalsøra Iii,SN63420,2012-07-28 21:15:00,15.2
2777,Sunndalsøra Iii,SN63420,2012-07-28 21:45:00,15.1
2778,Sunndalsøra Iii,SN63420,2012-07-28 22:15:00,15.1
2779,Sunndalsøra Iii,SN63420,2012-07-28 22:45:00,15.0
2780,Sunndalsøra Iii,SN63420,2012-07-28 23:15:00,14.9
2781,Sunndalsøra Iii,SN63420,2012-07-28 23:45:00,14.8
2782,Sunndalsøra Iii,SN63420,2012-07-29 00:15:00,14.7
2783,Sunndalsøra Iii,SN63420,2012-07-29 00:45:00,14.5
2784,Sunndalsøra Iii,SN63420,2012-07-29 01:15:00,14.3
2785,Sunndalsøra Iii,SN63420,2012-07-29 01:45:00,14.6
2786,Sunndalsøra Iii,SN63420,2012-07-29 02:15:00,14.8
2787,Sunndalsøra Iii,SN63420,2012-07-29 02:45:00,14.9
2788,Sunndalsøra Iii,SN63420,2012-07-29 03:15:00,15
2789,Sunndalsøra Iii,SN63420,2012-07-29 03:45:00,15.2
2790,Sunndalsøra Iii,SN63420,2012-07-29 04:15:00,15.4
2791,Sunndalsøra Iii,SN63420,2012-07-29 04:45:00,14.6
2792,Sunndalsøra Iii,SN63420,2012-07-29 05:15:00,13.8
2793,Sunndalsøra Iii,SN63420,2012-07-29 05:45:00,13.6
2794,Sunndalsøra Iii,SN63420,2012-07-29 06:15:00,13.4
2795,Sunndalsøra Iii,SN63420,2012-07-29 06:45:00,13.1
2796,Sunndalsøra Iii,SN63420,2012-07-29 07:15:00,12.8
2797,Sunndalsøra Iii,SN63420,2012-07-29 07:45:00,12.9
2798,Sunndalsøra Iii,SN63420,2012-07-29 08:15:00,12.9
2799,Sunndalsøra Iii,SN63420,2012-07-29 08:45:00,12.9
2800,Sunndalsøra Iii,SN63420,2012-07-29 09:15:00,12.8
2801,Sunndalsøra Iii,SN63420,2012-07-29 09:45:00,13.2
2802,Sunndalsøra Iii,SN63420,2012-07-29 10:15:00,13.5
2803,Sunndalsøra Iii,SN63420,2012-07-29 10:45:00,13.8
2804,Sunndalsøra Iii,SN63420,2012-07-29 11:15:00,14
2805,Sunndalsøra Iii,SN63420,2012-07-29 11:45:00,14.6
2806,Sunndalsøra Iii,SN63420,2012-07-29 12:15:00,15.1
2807,Sunndalsøra Iii,SN63420,2012-07-29 12:45:00,15.5
2808,Sunndalsøra Iii,SN63420,2012-07-29 13:15:00,15.9
2809,Sunndalsøra Iii,SN63420,2012-07-29 13:45:00,16.5
2810,Sunndalsøra Iii,SN63420,2012-07-29 14:15:00,17.1
2811,Sunndalsøra Iii,SN63420,2012-07-29 14:45:00,17.7
2812,Sunndalsøra Iii,SN63420,2012-07-29 15:15:00,18.3
2813,Sunndalsøra Iii,SN63420,2012-07-29 15:45:00,18.6
2814,Sunndalsøra Iii,SN63420,2012-07-29 16:15:00,18.8
2815,Sunndalsøra Iii,SN63420,2012-07-29 16:45:00,19.6
2816,Sunndalsøra Iii,SN63420,2012-07-29 17:15:00,20.3
2817,Sunndalsøra Iii,SN63420,2012-07-29 17:45:00,19.6
2818,Sunndalsøra Iii,SN63420,2012-07-29 18:15:00,19
2819,Sunndalsøra Iii,SN63420,2012-07-29 18:45:00,19.1
2820,Sunndalsøra Iii,SN63420,2012-07-29 19:15:00,19.2
2821,Sunndalsøra Iii,SN63420,2012-07-29 19:45:00,17.9
2822,Sunndalsøra Iii,SN63420,2012-07-29 20:15:00,16.5
2823,Sunndalsøra Iii,SN63420,2012-07-29 20:45:00,16.2
2824,Sunndalsøra Iii,SN63420,2012-07-29 21:15:00,16
2825,Sunndalsøra Iii,SN63420,2012-07-29 21:45:00,15.8
2826,Sunndalsøra Iii,SN63420,2012-07-29 22:15:00,15.5
2827,Sunndalsøra Iii,SN63420,2012-07-29 22:45:00,15.3
2828,Sunndalsøra Iii,SN63420,2012-07-29 23:15:00,15.2
2829,Sunndalsøra Iii,SN63420,2012-07-29 23:45:00,14.9
2830,Sunndalsøra Iii,SN63420,2012-07-30 00:15:00,14.6
2831,Sunndalsøra Iii,SN63420,2012-07-30 00:45:00,14.1
2832,Sunndalsøra Iii,SN63420,2012-07-30 01:15:00,13.5
2833,Sunndalsøra Iii,SN63420,2012-07-30 01:45:00,13.2
2834,Sunndalsøra Iii,SN63420,2012-07-30 02:15:00,13
2835,Sunndalsøra Iii,SN63420,2012-07-30 02:45:00,12.7
2836,Sunndalsøra Iii,SN63420,2012-07-30 03:15:00,12.3
2837,Sunndalsøra Iii,SN63420,2012-07-30 03:45:00,12.1
2838,Sunndalsøra Iii,SN63420,2012-07-30 04:15:00,11.8
2839,Sunndalsøra Iii,SN63420,2012-07-30 04:45:00,11.8
2840,Sunndalsøra Iii,SN63420,2012-07-30 05:15:00,11.8
2841,Sunndalsøra Iii,SN63420,2012-07-30 05:45:00,11.6
2842,Sunndalsøra Iii,SN63420,2012-07-30 06:15:00,11.4
2843,Sunndalsøra Iii,SN63420,2012-07-30 06:45:00,11.2
2844,Sunndalsøra Iii,SN63420,2012-07-30 07:15:00,10.9
2845,Sunndalsøra Iii,SN63420,2012-07-30 07:45:00,10.9
2846,Sunndalsøra Iii,SN63420,2012-07-30 08:15:00,11
2847,Sunndalsøra Iii,SN63420,2012-07-30 08:45:00,11.5
2848,Sunndalsøra Iii,SN63420,2012-07-30 09:15:00,12
2849,Sunndalsøra Iii,SN63420,2012-07-30 09:45:00,13.6
2850,Sunndalsøra Iii,SN63420,2012-07-30 10:15:00,15.2
2851,Sunndalsøra Iii,SN63420,2012-07-30 10:45:00,15.7
2852,Sunndalsøra Iii,SN63420,2012-07-30 11:15:00,16.2
2853,Sunndalsøra Iii,SN63420,2012-07-30 11:45:00,16.3
2854,Sunndalsøra Iii,SN63420,2012-07-30 12:15:00,16.4
2855,Sunndalsøra Iii,SN63420,2012-07-30 12:45:00,16.8
2856,Sunndalsøra Iii,SN63420,2012-07-30 13:15:00,17.2
2857,Sunndalsøra Iii,SN63420,2012-07-30 13:45:00,17.5
2858,Sunndalsøra Iii,SN63420,2012-07-30 14:15:00,17.9
2859,Sunndalsøra Iii,SN63420,2012-07-30 14:45:00,17.8
2860,Sunndalsøra Iii,SN63420,2012-07-30 15:15:00,17.7
2861,Sunndalsøra Iii,SN63420,2012-07-30 15:45:00,17.4
2862,Sunndalsøra Iii,SN63420,2012-07-30 16:15:00,17.2
2863,Sunndalsøra Iii,SN63420,2012-07-30 16:45:00,16.5
2864,Sunndalsøra Iii,SN63420,2012-07-30 17:15:00,15.8
2865,Sunndalsøra Iii,SN63420,2012-07-30 17:45:00,15.2
2866,Sunndalsøra Iii,SN63420,2012-07-30 18:15:00,14.5
2867,Sunndalsøra Iii,SN63420,2012-07-30 18:45:00,14.3
2868,Sunndalsøra Iii,SN63420,2012-07-30 19:15:00,14.1
2869,Sunndalsøra Iii,SN63420,2012-07-30 19:45:00,14.1
2870,Sunndalsøra Iii,SN63420,2012-07-30 20:15:00,14
2871,Sunndalsøra Iii,SN63420,2012-07-30 20:45:00,14.1
2872,Sunndalsøra Iii,SN63420,2012-07-30 21:15:00,14.1
2873,Sunndalsøra Iii,SN63420,2012-07-30 21:45:00,14.1
2874,Sunndalsøra Iii,SN63420,2012-07-30 22:15:00,14.1
2875,Sunndalsøra Iii,SN63420,2012-07-30 22:45:00,13.9
2876,Sunndalsøra Iii,SN63420,2012-07-30 23:15:00,13.8
2877,Sunndalsøra Iii,SN63420,2012-07-30 23:45:00,13.7
2878,Sunndalsøra Iii,SN63420,2012-07-31 00:15:00,13.6
2879,Sunndalsøra Iii,SN63420,2012-07-31 00:45:00,13.6
2880,Sunndalsøra Iii,SN63420,2012-07-31 01:15:00,13.6
2881,Sunndalsøra Iii,SN63420,2012-07-31 01:45:00,13.6
2882,Sunndalsøra Iii,SN63420,2012-07-31 02:15:00,13.6
2883,Sunndalsøra Iii,SN63420,2012-07-31 02:45:00,13.6
2884,Sunndalsøra Iii,SN63420,2012-07-31 03:15:00,13.7
2885,Sunndalsøra Iii,SN63420,2012-07-31 03:45:00,13.7
2886,Sunndalsøra Iii,SN63420,2012-07-31 04:15:00,13.7
2887,Sunndalsøra Iii,SN63420,2012-07-31 04:45:00,13.6
2888,Sunndalsøra Iii,SN63420,2012-07-31 05:15:00,13.5
2889,Sunndalsøra Iii,SN63420,2012-07-31 05:45:00,13.5
2890,Sunndalsøra Iii,SN63420,2012-07-31 06:15:00,13.5
2891,Sunndalsøra Iii,SN63420,2012-07-31 06:45:00,13.4
2892,Sunndalsøra Iii,SN63420,2012-07-31 07:15:00,13.3
2893,Sunndalsøra Iii,SN63420,2012-07-31 07:45:00,13.3
2894,Sunndalsøra Iii,SN63420,2012-07-31 08:15:00,13.3
2895,Sunndalsøra Iii,SN63420,2012-07-31 08:45:00,13.2
